,FPR,TPR,Threshold
0,0.0,0.0,inf
1,0.0,0.008547008547008548,0.5154256
2,0.0,0.05982905982905983,0.49326617
3,0.022222222222222223,0.05982905982905983,0.48969543
4,0.022222222222222223,0.17094017094017094,0.4694867
5,0.022222222222222223,0.18803418803418803,0.46753633
6,0.022222222222222223,0.24786324786324787,0.46207735
7,0.06666666666666667,0.24786324786324787,0.4601747
8,0.06666666666666667,0.2564102564102564,0.4595866
9,0.08888888888888889,0.2564102564102564,0.45822337
10,0.08888888888888889,0.27350427350427353,0.4558449
11,0.1111111111111111,0.27350427350427353,0.45578352
12,0.1111111111111111,0.2905982905982906,0.45546913
13,0.1111111111111111,0.29914529914529914,0.45315492
14,0.1111111111111111,0.3162393162393162,0.45279235
15,0.1111111111111111,0.3247863247863248,0.45170432
16,0.1111111111111111,0.3418803418803419,0.4516246
17,0.1111111111111111,0.37606837606837606,0.44887966
18,0.1111111111111111,0.39316239316239315,0.44678387
19,0.1111111111111111,0.5555555555555556,0.4300162
20,0.1111111111111111,0.5726495726495726,0.4298768
21,0.13333333333333333,0.5726495726495726,0.42961222
22,0.13333333333333333,0.6666666666666666,0.42356917
23,0.15555555555555556,0.6666666666666666,0.42342988
24,0.15555555555555556,0.6752136752136753,0.42285892
25,0.2,0.6752136752136753,0.42117953
26,0.2,0.6837606837606838,0.4208382
27,0.2,0.7008547008547008,0.42002892
28,0.2,0.717948717948718,0.41892406
29,0.2,0.7350427350427351,0.4180878
30,0.2,0.8205128205128205,0.4121919
31,0.2,0.8376068376068376,0.41166407
32,0.2,0.8461538461538461,0.41117546
33,0.26666666666666666,0.8461538461538461,0.40683633
34,0.26666666666666666,0.905982905982906,0.39891955
35,0.26666666666666666,0.9230769230769231,0.39780393
36,0.26666666666666666,0.9316239316239316,0.3970982
37,0.26666666666666666,0.9487179487179487,0.39317456
38,0.26666666666666666,0.9572649572649573,0.39153528
39,0.26666666666666666,0.9743589743589743,0.38787314
40,0.6666666666666666,0.9743589743589743,0.31001058
41,0.6666666666666666,0.9829059829059829,0.30324325
42,0.9777777777777777,0.9829059829059829,0.27876988
43,0.9777777777777777,1.0,0.27599296
44,1.0,1.0,0.27513817
